ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid
IDlCaGJ,22/1/2017 16:54,3399483,239524,17714,40325509,f,Google Chrome,Mobile
IDNJ7jP,22/1/2017 15:20,7455547,900709,6906,99510044,a,Edge,Tablet
IDk5Ebk,21/1/2017 16:20,4547998,291900,5445,40325509,a,Google Chrome,Mobile
IDD6ydn,23/1/2017 3:10,4305481,194758,46955,81826544,b,Edge,Tablet
IDlixDk,23/1/2017 18:15,1401474,1770,41640,58604466,c,InternetExplorer,Desktop
IDiOZnB,23/1/2017 8:33,9684814,700759,97103,27723861,a,,Desktop
IDDP9OI,23/1/2017 9:56,8794107,154304,81229,98166279,b,Firefox,Mobile
IDaE2hh,21/1/2017 11:09,311697,179520,15912,43526789,f,Firefox,Mobile
IDVUAHS,23/1/2017 23:10,1496205,459561,48430,39772159,f,Google Chrome,Mobile
ID7iBiO,21/1/2017 15:15,7522170,192284,15912,62201833,b,Edge,Tablet
IDWoiKr,23/1/2017 14:08,9029912,23847,79668,99595716,b,Edge,Tablet
IDDktje,22/1/2017 8:39,7880678,744214,34670,87807327,b,Edge,Tablet
IDPh59X,23/1/2017 23:06,9472658,864059,41640,48626108,b,Edge,Tablet
IDk0j8e,23/1/2017 21:23,9543117,459561,48430,39772159,c,InternetExplorer,Desktop
IDnAeSu,22/1/2017 13:21,9076546,582896,12211,15961717,b,Internet Explorer,Tablet
IDWrwwE,22/1/2017 16:23,2985509,87439,9764,37135965,b,Edge,Tablet
IDw5PNz,21/1/2017 13:51,6357104,971215,9764,18243870,b,Safari,Tablet
ID0Ue1n,21/1/2017 10:35,6603135,433473,33638,79906734,a,Firefox,Mobile
IDclNc2,21/1/2017 14:27,3119238,407826,93286,75622158,a,Edge,Tablet
ID0WHXT,23/1/2017 23:46,7340695,884191,904,74868704,b,Edge,Tablet
IDj0qqr,23/1/2017 23:22,8337085,39940,41640,27723861,e,Firefox,Mobile
IDJHW7q,23/1/2017 22:54,1496205,626740,41640,26391770,a,Edge,Tablet
IDSa6CT,22/1/2017 11:58,2962045,319966,42227,43770446,a,Firefox,Mobile
IDOroOh,22/1/2017 17:21,8509787,668311,42227,70821774,b,Firefox,Mobile
IDjDYTg,23/1/2017 23:47,5853946,626740,41640,26391770,a,,Tablet
IDhDd2y,21/1/2017 12:58,925332,32183,40339,43452411,a,Mozilla,Desktop
ID47Yyh,21/1/2017 12:07,4952561,468106,71531,555603,b,Firefox,Mobile
IDb3OmX,23/1/2017 2:53,5252578,486823,47327,92640312,e,,Tablet
IDqK1ko,23/1/2017 17:32,3925243,242089,904,33247409,a,Chrome,Desktop
IDbe6Hc,21/1/2017 14:10,9345073,233736,48498,35888759,a,Edge,Tablet
ID23RJx,22/1/2017 16:34,9755371,931381,42227,22339104,b,Mozilla Firefox,Desktop
IDkwgQ7,23/1/2017 8:32,8081530,283470,72160,99684291,a,Firefox,Mobile
IDjSqPu,23/1/2017 6:52,187442,958072,10345,47241726,f,Edge,Tablet
IDXoHhK,21/1/2017 16:00,2576733,328298,40339,43452411,b,Mozilla,Desktop
IDBJeDs,22/1/2017 7:15,3696590,152736,43897,26391770,b,Mozilla Firefox,Desktop
IDhvYnC,21/1/2017 11:40,9253128,283691,73248,57977218,a,InternetExplorer,Desktop
ID2VKhf,21/1/2017 13:53,9733769,226110,12211,1396462,b,Chrome,Desktop
IDF66iT,21/1/2017 11:12,4031682,351935,37718,40325509,f,Mozilla,Desktop
IDgRwIN,22/1/2017 16:45,4890949,923582,904,74868704,b,Edge,Tablet
ID6vj6H,21/1/2017 11:22,9222560,277598,41640,40325509,b,Firefox,Mobile
ID9vKFe,21/1/2017 10:51,3518285,396137,11837,83172146,e,InternetExplorer,Desktop
IDzvkCG,21/1/2017 3:42,5118519,837714,6906,71165566,a,Firefox,Mobile
IDdTpGc,22/1/2017 9:15,7476486,958541,68847,73725102,b,Mozilla,Desktop
ID2d6dV,21/1/2017 16:48,9491882,939574,11837,8837581,a,Mozilla,Desktop
IDg275E,21/1/2017 9:14,3389702,486559,46450,54630329,d,InternetExplorer,Desktop
IDxlMOZ,23/1/2017 10:05,2399792,932582,80319,48626108,b,Edge,Tablet
IDESDj7,21/1/2017 14:21,7491097,170548,17714,27723861,d,Firefox,Mobile
IDudeWs,22/1/2017 16:46,317393,937549,26849,49384126,a,Firefox,Mobile
IDoneEj,21/1/2017 16:19,2196510,25554,5445,74868704,b,Firefox,Mobile
IDv6jWU,21/1/2017 14:01,4564289,605429,21407,17488931,a,Firefox,Mobile
IDCsw1g,21/1/2017 11:11,8501645,850578,97103,79906734,f,Mozilla,Desktop
IDqFEdg,21/1/2017 14:10,5677000,328071,92704,55358028,b,Mozilla Firefox,Desktop
IDLswxO,23/1/2017 22:33,6311221,864059,41640,48626108,b,Mozilla Firefox,Desktop
IDiqK44,23/1/2017 16:04,5661246,56565,17714,61682792,a,Firefox,Mobile
ID4pcno,21/1/2017 15:05,3287417,155079,9764,84522677,b,Firefox,Mobile
ID712B7,22/1/2017 12:48,2441551,819122,11837,56546102,e,InternetExplorer,Desktop
IDN7ftv,23/1/2017 18:06,9917301,242089,904,33247409,f,Firefox,Mobile
IDEpOXk,22/1/2017 16:26,3686739,790062,73248,50706198,a,Mozilla Firefox,Desktop
IDKlrHv,23/1/2017 4:59,1536152,333762,68947,30860214,a,Firefox,Mobile
IDFTC9n,22/1/2017 15:54,6578122,308824,96184,47079934,d,Firefox,Mobile
IDUTaG8,22/1/2017 13:05,8737840,784904,12052,39507200,c,Google Chrome,Mobile
ID5jSF3,23/1/2017 23:21,4644370,641127,41640,37135965,a,,Mobile
IDgNZYK,21/1/2017 9:57,8617584,659095,89522,74868704,c,Google Chrome,Mobile
IDM8yS1,21/1/2017 15:09,7143910,460055,54916,25354302,b,Firefox,Mobile
IDLFAbx,21/1/2017 2:29,7860250,337186,42227,79055697,a,Mozilla Firefox,Desktop
IDcr47q,23/1/2017 6:30,4024765,710307,40339,43452411,b,Mozilla,Desktop
IDYLYhS,22/1/2017 15:00,3473032,274064,22023,72749645,a,Google Chrome,Mobile
IDl2pe4,23/1/2017 10:27,5769927,658849,95113,65017662,f,Mozilla,Desktop
IDNjl6V,21/1/2017 9:43,5758367,87852,6906,99510044,b,Edge,Tablet
IDsz0tb,23/1/2017 22:09,886014,864059,41640,48626108,b,Firefox,Mobile
ID3ifZI,21/1/2017 8:54,4138014,283887,95113,65017662,a,,Mobile
IDBbuhf,22/1/2017 16:39,2444259,598977,82396,15961717,b,Google Chrome,Mobile
IDLfHTK,21/1/2017 15:54,2502372,734665,42227,48913006,f,Mozilla Firefox,Desktop
IDvUiWz,21/1/2017 10:25,4882623,232459,40339,37135965,a,InternetExplorer,Desktop
IDAfAnM,21/1/2017 16:42,5652516,38256,34489,40325509,a,Mozilla,Desktop
IDiCr0u,22/1/2017 8:49,2627839,726240,54343,71193712,b,Mozilla Firefox,Desktop
IDFW1ha,23/1/2017 22:28,9874408,228375,48430,39772159,f,,Mobile
IDBVFQe,22/1/2017 15:21,165909,372494,33638,79906734,f,Firefox,Mobile
IDSFPz6,21/1/2017 13:57,7753616,761209,74263,27723861,a,Edge,Tablet
IDPtTLm,23/1/2017 18:32,7950635,39940,41640,27723861,b,Edge,Tablet
IDhFGKT,23/1/2017 9:50,7522937,16577,14960,87807327,c,Chrome,Desktop
IDnOHW9,23/1/2017 15:59,3533320,1770,41640,58604466,c,InternetExplorer,Desktop
ID1anLk,21/1/2017 8:48,9758022,373108,80554,7122654,c,Edge,Tablet
IDaC8H8,21/1/2017 10:45,7745957,76644,54916,7864011,e,Firefox,Mobile
IDtg1Pi,23/1/2017 7:35,4119569,436462,25491,15961717,b,Internet Explorer,Tablet
IDzt7o6,23/1/2017 15:45,6712789,431184,904,74868704,c,,Desktop
IDvuVDN,23/1/2017 15:17,6274635,327459,14345,71716856,d,Google Chrome,Mobile
IDtvcFU,21/1/2017 16:39,9590021,767822,82877,38492160,b,InternetExplorer,Desktop
IDbsGUc,21/1/2017 8:04,1883799,150671,82877,33832190,a,Firefox,Mobile
IDWRca8,23/1/2017 9:03,229502,916522,42227,18243870,b,Mozilla Firefox,Desktop
IDBbfug,22/1/2017 16:45,8713549,32183,40339,43452411,a,Firefox,Mobile
IDMT78P,21/1/2017 22:33,3696590,64006,5194,40325509,a,Edge,Tablet
IDZLXdW,23/1/2017 21:29,3807550,136304,41640,43526789,a,Chrome,Desktop
IDhop4K,23/1/2017 5:23,3889718,125822,5602,76683174,d,,Desktop
ID8DEpZ,22/1/2017 10:15,1609444,533162,11837,43179292,b,Mozilla Firefox,Desktop
IDr0LHS,21/1/2017 13:51,9528989,298675,9764,68646414,b,InternetExplorer,Desktop
IDs0ZRO,22/1/2017 9:10,4008499,729169,60316,26391770,b,Edge,Tablet
IDG4eD3,21/1/2017 16:57,3406291,158820,71531,555603,b,IE,Mobile
IDkHaPd,21/1/2017 12:35,1560660,631376,1678,76522512,b,InternetExplorer,Desktop
IDoM881,22/1/2017 12:04,6680720,79955,50088,54526992,b,Edge,Tablet
IDjKGgX,23/1/2017 15:53,7857759,160161,41640,83172146,a,Firefox,Mobile
IDWPlvN,23/1/2017 8:11,4797409,994162,13412,77318092,e,Mozilla Firefox,Desktop
IDaM530,21/1/2017 11:28,9670534,262739,42227,79055697,b,Mozilla,Desktop
IDeytn4,22/1/2017 11:15,3870351,124134,93286,16370981,e,Mozilla,Desktop
IDjJkuF,21/1/2017 6:56,3578525,406978,904,58604466,a,Mozilla Firefox,Desktop
IDwphTY,21/1/2017 14:51,9509424,755954,92704,51545768,a,Edge,Tablet
IDsTaMV,21/1/2017 15:12,6325767,626235,33638,555603,d,Firefox,Mobile
IDuEPPD,22/1/2017 15:13,7129320,602141,68947,4519772,b,Edge,Tablet
IDrnW7r,23/1/2017 16:06,4593094,431184,904,74868704,c,Opera,Mobile
IDK53tF,23/1/2017 8:32,2806552,369601,65251,57977218,b,Firefox,Mobile
ID6UkfK,23/1/2017 16:38,9677387,864059,41640,48626108,f,Firefox,Mobile
IDHeNM3,23/1/2017 22:46,8600547,641127,41640,37135965,f,Mozilla Firefox,Desktop
IDENTyK,22/1/2017 11:59,8520710,791568,40339,50706198,b,Edge,Tablet
IDwQP85,21/1/2017 16:10,2365145,786285,12052,39507200,f,Firefox,Mobile
ID7SExR,23/1/2017 10:05,4858374,935468,12211,58163546,a,Firefox,Mobile
IDEoRKw,23/1/2017 15:12,2193765,412591,17714,61682792,b,Mozilla Firefox,Desktop
IDzBrUE,21/1/2017 15:50,144247,28716,6906,99510044,b,Edge,Tablet
IDkVxZO,22/1/2017 14:53,8673192,269544,97863,36994522,e,Mozilla,Desktop
IDCTfhP,22/1/2017 12:01,7109740,360435,10345,26461535,f,Internet Explorer,Tablet
IDtEOlw,23/1/2017 22:07,7207952,864059,41640,48626108,c,Firefox,Mobile
IDBQwsY,22/1/2017 15:03,4950993,740476,42227,79055697,b,Firefox,Mobile
IDCtfyv,23/1/2017 21:56,3222720,844148,904,94350426,a,Firefox,Mobile
ID232Fc,22/1/2017 13:33,6678543,941655,40339,30860214,b,Firefox,Mobile
IDffdfE,21/1/2017 12:25,7734841,44797,6906,99510044,a,Mozilla,Desktop
IDun473,22/1/2017 7:22,3188229,977001,86652,99684291,a,Mozilla Firefox,Desktop
ID7deGB,22/1/2017 14:59,3093813,32183,40339,43452411,f,Firefox,Mobile
IDNeznl,22/1/2017 8:43,9428498,615606,14345,555603,b,Chrome,Desktop
ID1Qa1B,23/1/2017 22:26,6344306,228375,48430,39772159,c,InternetExplorer,Desktop
IDBZJQz,21/1/2017 10:07,1689327,399599,62416,47941469,b,Firefox,Mobile
IDLBioc,21/1/2017 22:15,9662818,871384,17714,61682792,b,Edge,Tablet
IDReLC4,21/1/2017 16:17,2106162,665381,74263,72297026,a,Edge,Tablet
IDqGzs3,23/1/2017 23:39,3720878,820277,904,74868704,c,Google Chrome,Mobile
IDDxNyt,21/1/2017 15:08,8587158,357351,71441,57517812,a,Firefox,Mobile
ID1VK46,21/1/2017 18:33,8668080,197307,904,58604466,b,Mozilla Firefox,Desktop
IDMEb0y,22/1/2017 15:03,5143844,947701,64452,65017662,e,Edge,Tablet
IDNA4Lj,23/1/2017 23:04,5978407,160161,41640,83172146,a,Mozilla,Desktop
IDym4cV,22/1/2017 11:18,7957357,597273,42227,49384126,b,Mozilla Firefox,Desktop
IDbOe9Q,21/1/2017 11:03,6563054,908363,97863,3156697,b,Firefox,Mobile
IDxNXCT,23/1/2017 22:34,2956763,342843,41640,43526789,b,Firefox,Mobile
IDJOiQh,21/1/2017 12:47,774322,83891,17714,2050923,b,Edge,Tablet
IDFUcIB,21/1/2017 10:43,8870204,477245,904,40325509,b,InternetExplorer,Desktop
ID9hmGJ,22/1/2017 11:45,5794827,46828,71531,79906734,e,IE,Mobile
IDnWnXC,21/1/2017 11:18,2330611,627505,42227,90276693,a,Edge,Tablet
IDxAtmG,21/1/2017 15:11,7834657,731861,20322,30860214,a,Mozilla Firefox,Desktop
IDfGphu,22/1/2017 11:05,7406192,867469,93286,9434818,e,Mozilla Firefox,Desktop
IDYYyXQ,22/1/2017 12:21,501174,805306,33287,90093962,c,Edge,Tablet
IDB4R0X,21/1/2017 14:53,3804522,33997,42227,10518559,a,Firefox,Mobile
IDhDghF,22/1/2017 12:07,1663005,975889,25259,94357502,b,,Desktop
IDIfzqc,21/1/2017 21:20,3696590,479638,10345,65017662,f,Firefox,Mobile
ID4VuMR,23/1/2017 10:47,4110304,567365,34670,7122654,e,Google Chrome,Mobile
IDQFgCI,21/1/2017 10:52,9022765,896701,71441,7122654,f,Edge,Tablet
IDr2ziB,22/1/2017 13:17,5265637,171711,41706,555603,b,Mozilla Firefox,Desktop
IDIvfOx,21/1/2017 12:22,8474392,512352,45620,31388981,a,Edge,Tablet
ID3QJBJ,22/1/2017 5:03,3696590,329128,52747,40325509,b,,Mobile
IDKyuhX,22/1/2017 16:13,4305363,182285,77767,16150900,a,Firefox,Mobile
IDVMDj7,23/1/2017 15:27,8940054,573103,17714,58604466,c,Firefox,Mobile
IDIgUsk,23/1/2017 7:09,8800050,912604,35046,31388981,b,,Mobile
IDbm7me,21/1/2017 16:30,2954896,131790,98552,16150900,c,Firefox,Mobile
ID7zYaH,21/1/2017 16:45,1025685,409554,97863,78365183,a,Firefox,Mobile
ID3gNUx,23/1/2017 23:33,7061842,864059,41640,48626108,b,Edge,Tablet
IDXYVXh,21/1/2017 10:28,4943706,165199,29183,42914671,b,Internet Explorer,Tablet
IDqOZZz,22/1/2017 10:32,447137,635699,54916,555603,b,Edge,Tablet
IDZMuLA,23/1/2017 21:23,2821665,923582,904,74868704,d,Google Chrome,Mobile
IDAjF77,21/1/2017 12:22,3288116,13896,48498,55358028,a,Mozilla,Desktop
IDCtRAE,22/1/2017 14:23,6526131,219869,96184,51545768,a,InternetExplorer,Desktop
IDKFild,21/1/2017 16:13,3696590,262811,23576,17990842,b,Google Chrome,Mobile
ID7l779,23/1/2017 21:52,3743619,486820,6906,99510044,a,Edge,Tablet
IDdIDBa,22/1/2017 14:50,3863935,539109,15912,54526992,b,Edge,Tablet
ID5V17e,21/1/2017 12:54,3696590,995108,34489,61940782,e,Mozilla,Desktop
IDnEtRY,23/1/2017 19:28,2821665,160161,41640,83172146,d,,Desktop
IDr2awq,22/1/2017 11:40,3083678,890737,11837,8837581,b,Firefox,Mobile
IDNkCkP,22/1/2017 8:07,6649228,634289,10345,72161006,f,Firefox,Mobile
IDVGcME,22/1/2017 9:12,7957357,855073,21407,59584425,b,Firefox,Mobile
IDePMci,22/1/2017 11:36,8586188,571572,41706,30349169,b,Firefox,Mobile
IDvL6IR,22/1/2017 9:43,2531046,439691,6906,99510044,b,InternetExplorer,Desktop
IDPKBpP,23/1/2017 7:51,3256926,848317,11837,8837581,e,Mozilla Firefox,Desktop
IDsQdH9,21/1/2017 13:02,2334083,736395,35368,57977218,e,Edge,Tablet
IDSFMJz,21/1/2017 12:09,9055497,521058,34670,6171136,b,Firefox,Mobile
IDVSn4h,22/1/2017 10:06,3737736,296481,74263,94350426,b,InternetExplorer,Desktop
ID7CaDq,23/1/2017 9:34,6847669,713944,10345,26461535,f,Edge,Tablet
ID63N2h,22/1/2017 13:03,296517,62070,12211,7864011,b,Chrome,Desktop
IDmzrl6,23/1/2017 8:23,8513185,390034,68847,73725102,b,Firefox,Mobile
IDDE04l,21/1/2017 11:46,2719684,761157,6906,99510044,b,Firefox,Mobile
IDHR2nS,21/1/2017 12:56,1961653,599194,42227,49384126,b,,Mobile
IDdLQu1,21/1/2017 9:23,4314287,910164,1678,14334527,e,Firefox,Mobile
IDKYmUP,23/1/2017 19:23,8703229,923582,904,74868704,c,Google Chrome,Mobile
IDJfd57,23/1/2017 14:06,4301064,526304,23576,45446370,d,Edge,Tablet
IDO5xst,21/1/2017 14:58,599405,776728,15124,99558603,a,Mozilla Firefox,Desktop
ID6LZ7k,21/1/2017 14:19,225614,944056,97863,96142930,a,Firefox,Mobile
IDTCkY0,21/1/2017 12:30,993769,98434,42227,43770446,d,Edge,Tablet
IDb7Sfu,22/1/2017 16:07,4982754,724106,17714,61682792,b,Firefox,Mobile
IDoLG5t,22/1/2017 14:26,3473032,708991,6906,99510044,b,Firefox,Mobile
IDxOeqn,21/1/2017 16:44,4762761,944179,6906,99510044,a,,Tablet
IDsthyc,21/1/2017 12:30,9402397,747066,86652,70239921,b,Edge,Tablet
IDlARgj,21/1/2017 13:01,1407383,631376,1678,76522512,e,Edge,Tablet
IDyCZM8,23/1/2017 5:57,2167657,800332,6906,99510044,e,InternetExplorer,Desktop
IDvue7R,21/1/2017 9:38,3151671,198823,80692,40325509,a,Edge,Tablet
IDZbVPd,22/1/2017 15:10,9468104,489994,41706,4000296,d,InternetExplorer,Desktop
IDeekAv,22/1/2017 15:57,8577165,664797,60316,27723861,e,Firefox,Mobile
IDeciR7,23/1/2017 18:07,5302875,242089,904,33247409,b,Edge,Tablet
IDFcLvK,22/1/2017 13:26,5721837,150827,11837,43179292,f,Firefox,Mobile
IDEVOmz,23/1/2017 17:59,6712789,39940,41640,27723861,b,Mozilla Firefox,Desktop
IDXR5qf,21/1/2017 16:01,4414658,572477,14960,27305486,b,Mozilla Firefox,Desktop
IDCr8fk,22/1/2017 13:07,4432342,933318,97852,57977218,b,Edge,Tablet
IDTgMyl,21/1/2017 13:05,158365,734994,97863,61392274,b,Edge,Tablet
IDutsdR,21/1/2017 10:07,7089920,564229,40339,43452411,b,Internet Explorer,Tablet
IDHlDi3,22/1/2017 15:35,8269876,963689,97863,56008048,d,Edge,Tablet
IDsD1MX,21/1/2017 15:59,4112284,88121,54343,71193712,b,Edge,Tablet
IDDj5yP,21/1/2017 20:17,3696590,866581,84144,33683592,b,Mozilla Firefox,Desktop
IDNYN3d,23/1/2017 18:23,9741200,459561,48430,39772159,c,InternetExplorer,Desktop
IDnQtSw,22/1/2017 15:52,8180173,171341,42227,95013373,b,Firefox,Mobile
IDVezzk,22/1/2017 19:55,6639377,157104,6906,99510044,a,Firefox,Mobile
IDJa17n,22/1/2017 16:18,1575956,64716,62949,7122654,e,Google Chrome,Mobile
IDxK1DZ,22/1/2017 9:23,1278379,245150,15912,54526992,a,Edge,Tablet
IDSbXUL,21/1/2017 14:00,6401189,32183,40339,43452411,b,Mozilla,Desktop
IDJSrC4,23/1/2017 8:44,6517955,303537,99178,6171136,f,Edge,Tablet
IDdCaTR,22/1/2017 11:45,6925231,603365,25491,16150900,f,InternetExplorer,Desktop
IDpXaad,23/1/2017 23:52,3177886,1770,41640,58604466,c,Google Chrome,Mobile
IDq0gSM,22/1/2017 9:21,8934547,624572,5602,80653536,e,Edge,Tablet
IDrrYWz,21/1/2017 16:50,7920947,969394,11837,7864011,b,,Mobile
IDhNrFG,21/1/2017 14:31,1775959,321132,48498,55358028,a,Edge,Tablet
IDukwrW,21/1/2017 9:07,5137712,233218,37718,17990842,b,Firefox,Mobile
IDOrAeC,21/1/2017 16:05,7542794,564229,40339,43452411,c,Mozilla,Desktop
IDD0UPX,23/1/2017 18:38,7971698,844148,904,94350426,b,Mozilla Firefox,Desktop
IDZc4de,23/1/2017 15:48,5251903,160161,41640,83172146,b,,Mobile
IDw7ukd,23/1/2017 4:57,3167370,728020,65251,57977218,b,Edge,Tablet
IDXCVTa,23/1/2017 22:51,22361,342843,41640,43526789,a,Edge,Tablet
IDVO0sX,21/1/2017 14:32,366879,760700,13412,77318092,b,Edge,Tablet
IDIY5IX,23/1/2017 8:36,6944505,62797,48498,77046603,c,Safari,Tablet
IDHguNX,23/1/2017 20:06,3737591,39940,41640,27723861,a,InternetExplorer,Desktop
IDCQDB0,22/1/2017 13:33,6391997,44989,1678,78365183,b,Edge,Tablet
IDpZAUa,21/1/2017 9:39,9688010,91081,82877,79906734,b,Mozilla,Desktop
ID6GQXh,21/1/2017 13:37,4605906,876871,40339,43452411,b,,Mobile
IDNSntv,23/1/2017 8:23,529342,578475,12211,84522677,b,Edge,Tablet
IDKDP9e,22/1/2017 14:49,6479931,866806,73362,40643365,a,Mozilla,Desktop
IDRRBtz,23/1/2017 19:32,7124471,459561,48430,39772159,e,InternetExplorer,Desktop
IDJkejX,21/1/2017 14:18,6847669,820058,26962,77896159,a,Edge,Tablet
IDzPMgZ,21/1/2017 10:49,6113293,832893,64452,38179337,b,InternetExplorer,Desktop
IDobbaD,21/1/2017 12:12,6967371,496067,34489,26391770,b,Google Chrome,Mobile
IDFBECf,21/1/2017 15:31,6097743,288240,95113,9556126,a,Firefox,Mobile
IDY4BDi,23/1/2017 19:14,3001445,1770,41640,58604466,f,Google Chrome,Mobile
IDeqczu,23/1/2017 10:47,1177762,735651,23576,99595716,b,Edge,Tablet
IDZRUst,21/1/2017 11:35,851179,534037,54916,12817537,e,Mozilla Firefox,Desktop
IDXbjUl,23/1/2017 22:30,9187818,431184,904,74868704,f,Edge,Tablet
IDlIZfJ,23/1/2017 18:36,7425874,197698,904,58604466,d,Opera,Mobile
ID7ykBO,22/1/2017 16:14,5866913,58769,99178,40325509,f,Mozilla Firefox,Desktop
IDNOIIu,23/1/2017 23:21,5728147,459561,48430,39772159,c,Google Chrome,Mobile
IDqewJk,21/1/2017 16:13,3696590,147492,23576,45446370,b,Edge,Tablet
IDFIBC7,21/1/2017 12:03,8416800,694092,6906,71165566,a,Firefox,Mobile
IDmXFhb,22/1/2017 15:01,1343488,84678,42227,30860214,b,Firefox,Mobile
IDiQ3iI,21/1/2017 13:20,4625637,227829,60316,40325509,b,,Desktop
IDuU917,21/1/2017 11:39,1135927,297121,73248,83960204,a,Mozilla,Desktop
IDT5kne,21/1/2017 8:20,4586006,691652,97863,87807327,f,Mozilla Firefox,Desktop
IDvYtg1,22/1/2017 11:57,7212268,914626,5602,78406516,a,Firefox,Mobile
IDkMr2f,22/1/2017 12:36,9308300,993665,10345,47241726,b,IE,Mobile
IDZqdtj,22/1/2017 11:52,2127936,454151,74802,87807327,c,Firefox,Mobile
IDSHkxL,22/1/2017 12:43,4489974,121767,12052,31388981,b,Firefox,Mobile
IDnKm06,21/1/2017 21:18,7281302,603460,41706,4000296,a,Mozilla,Desktop
IDXZw1O,21/1/2017 12:48,2134762,7917,33638,62834288,e,Mozilla Firefox,Desktop
IDBF2Yr,21/1/2017 16:26,9894516,903588,84974,78683718,f,Firefox,Mobile
IDBgQNg,22/1/2017 12:11,4399731,467471,42227,49384126,b,Mozilla Firefox,Desktop
IDGNgBx,23/1/2017 16:22,5889104,160161,41640,83172146,b,Google Chrome,Mobile
ID29sqd,22/1/2017 13:59,3737860,168308,72276,86084476,b,Google Chrome,Mobile
IDBTaJG,21/1/2017 13:13,6361975,586118,10345,82022442,f,Google Chrome,Mobile
IDJbf1c,22/1/2017 7:55,5758620,903065,15912,87903766,f,Mozilla Firefox,Desktop
IDofWvz,21/1/2017 13:45,9187382,928422,97863,87807327,a,Edge,Tablet
IDpllxT,21/1/2017 9:40,8289145,826661,83091,26391770,c,Mozilla Firefox,Desktop
IDrpseR,23/1/2017 10:37,5764249,308408,6906,99510044,d,Mozilla Firefox,Desktop
IDkjE9g,23/1/2017 16:07,8042356,242089,904,33247409,b,InternetExplorer,Desktop
IDmM8Rp,22/1/2017 9:48,6680516,415815,97863,3156697,b,,Mobile
IDuii16,22/1/2017 13:25,440569,654696,41706,4000296,e,Firefox,Mobile
IDd2sW3,21/1/2017 11:16,2023277,188875,33033,36994522,e,Firefox,Mobile
IDhm0kt,21/1/2017 11:26,977586,733701,11837,89663643,a,Firefox,Mobile
IDbOYRy,23/1/2017 22:48,8035579,242089,904,33247409,f,Edge,Tablet
IDr1ELL,21/1/2017 10:27,5443679,876804,26162,69514806,a,Safari,Tablet
IDZPJd6,21/1/2017 10:46,718740,842470,48430,55420443,b,Edge,Tablet
IDyK2RY,23/1/2017 23:37,2951183,1770,41640,58604466,c,InternetExplorer,Desktop
IDsNEuq,21/1/2017 14:58,2136370,631124,92902,79906734,b,Mozilla Firefox,Desktop
IDkO55m,23/1/2017 18:07,3737591,342843,41640,43526789,f,Firefox,Mobile
IDVXLIV,23/1/2017 21:46,1380623,459561,48430,39772159,c,Google Chrome,Mobile
IDftdhp,21/1/2017 12:36,9431937,157981,73362,27578501,b,Firefox,Mobile
IDvSPci,22/1/2017 13:44,294086,159458,23576,16150900,e,Firefox,Mobile
IDyZuMl,21/1/2017 15:57,5993788,845083,6436,47079934,b,Mozilla Firefox,Desktop
IDiXWC1,23/1/2017 10:20,4865296,365314,97863,61392274,f,IE,Mobile
IDP9B9N,21/1/2017 16:59,7776379,565050,29870,99684291,e,Edge,Tablet
ID2EvoT,23/1/2017 17:19,3750236,852118,904,94350426,b,Edge,Tablet
IDa5r75,21/1/2017 15:59,2893358,515408,9764,49384126,f,Edge,Tablet
IDKvU9d,23/1/2017 20:27,9239361,1770,41640,58604466,a,InternetExplorer,Desktop
IDL3UPr,22/1/2017 14:53,8479356,388327,41706,4000296,d,Firefox,Mobile
IDRotjf,21/1/2017 14:44,7464179,641691,37718,47079934,a,Firefox,Mobile
IDYqq9F,23/1/2017 16:21,8101830,356977,40050,79906734,a,InternetExplorer,Desktop
IDO1JAl,22/1/2017 15:28,4858374,702645,10345,32102521,d,Mozilla,Desktop
IDaI0o2,23/1/2017 21:59,3300030,431184,904,74868704,a,Mozilla Firefox,Desktop
ID4KUL3,21/1/2017 15:25,5548894,194927,45620,31388981,b,Firefox,Mobile
ID3rkE8,21/1/2017 12:04,3696590,38371,79668,81758577,e,Mozilla,Desktop
IDYHCZC,21/1/2017 13:25,8149751,400586,6906,99510044,c,Chrome,Desktop
IDdRR59,21/1/2017 10:18,7501595,184858,73248,72089744,a,Safari,Tablet
IDPkixr,23/1/2017 2:00,3497806,328284,21407,80645978,f,Mozilla Firefox,Desktop
IDOnvSY,23/1/2017 6:05,6500057,231400,35368,26391770,b,Firefox,Mobile
IDaOZKl,21/1/2017 11:18,4644234,735090,82396,58604466,d,Mozilla Firefox,Desktop
ID5hejF,23/1/2017 19:43,1895674,989845,904,26391770,b,Edge,Tablet
IDdko6g,21/1/2017 14:29,2975912,565827,989,55358028,b,Edge,Tablet
IDIFrqy,23/1/2017 22:36,4811671,342843,41640,43526789,e,Mozilla,Desktop
IDWM2Mo,21/1/2017 14:52,7003508,839717,1678,40325509,e,Firefox,Mobile
IDHWWPM,23/1/2017 6:20,6930993,739786,45620,54630329,b,Firefox,Mobile
IDeDlhW,21/1/2017 12:47,5192170,352638,5602,43328787,a,Edge,Tablet
ID6aU1S,22/1/2017 15:53,6471916,328298,40339,43452411,f,Mozilla Firefox,Desktop
IDKWVZD,23/1/2017 16:32,6639380,160161,41640,83172146,f,Firefox,Mobile
